Firmware request,Read time,Set timer interrupt,Misaligned operation,Ipi,Remote fence,Firmware exit,Page fault
0,516116,0,0,0,0,0,0
0,331060,0,0,0,0,0,0
1800,0,0,0,0,16,222,1
0,79448,0,0,0,0,0,0
1500,20384,126,40320,43,83,1218,3
1,88325,286,0,311,56,12,0
0,468926,224,0,50,2,0,0
0,468560,219,0,51,0,0,0
0,468643,219,0,50,0,0,0
0,515264,188,0,48,2,0,0
0,471103,178,0,29,0,0,0
0,470897,180,0,30,0,0,0
0,470968,176,0,26,0,0,0
0,471045,170,0,20,0,0,0
0,470946,177,0,29,0,0,0
0,470946,185,0,36,0,0,0
0,451599,219,0,69,19,0,0
0,306794,553,0,177,14,0,0
0,23831,1120,0,406,3,0,0
0,111845,713,0,247,1,0,0
0,439628,999,0,336,21,0,0
0,398781,245,0,79,7,0,0
0,363719,237,0,71,5,0,0
2300,364941,206,0,76,8,302,0
3,469794,271,0,152,602,57,1048
0,706207,452,0,67,9,0,0
0,109250,164,0,46,2,0,0
0,219,20,0,1,0,0,0
0,216,21,0,1,0,0,0
0,180,17,0,1,0,0,0
0,268,26,0,1,0,0,0
0,118743,37,0,14,0,0,0
0,369330,198,0,73,15,0,0
0,175474,294,0,167,517,0,6882
0,49514,199,6112,43,148,0,1516
0,197587,193,9602,309,501,0,5344
0,81496,4738,0,15,3,0,176
0,244013,2379,0,53,4,0,362
0,35493,6159,0,16,0,0,5
0,96954,860,0,34,3,0,7
0,163,14,0,1,0,0,0
0,146,9,0,1,0,0,0
0,142,11,0,1,0,0,0
0,25781,38,0,3,0,0,0
0,258,30,0,2,0,0,0
0,160,14,0,1,0,0,0
0,155,12,0,1,0,0,0
0,170,11,0,1,0,0,0
0,185,15,0,1,0,0,0
0,144,11,0,1,0,0,0
0,183,15,0,1,0,0,0
0,183,12,0,1,0,0,0
0,146,11,0,1,0,0,0
0,161,12,0,1,0,0,0
0,206,20,0,2,0,0,0
0,170,11,0,1,0,0,0
0,209,20,0,1,0,0,0
0,134,9,0,1,0,0,0
0,222,22,0,1,0,0,0
0,193,14,0,1,0,0,0
0,168,14,0,1,0,0,0
0,181,17,0,1,0,0,0
0,131,9,0,1,0,0,0
0,26590,75,0,38,57,0,731
0,2636,172,0,102,32,0,3135
0,23375,200,156,27,48,0,1252
0,36124,193,0,1,0,0,0
0,96920,133,152,24,79,0,0
0,728,67,0,28,0,0,0
0,899,65,0,50,0,0,0
0,821,60,0,50,0,0,0
0,830,72,35822,42,6,0,0
0,24062,383,32768,253,1087,0,2756
0,17285,829,0,175,5,0,249
0,47505,209,0,781,88,0,4425
0,25869,581,1348,209,1576,0,944
0,113096,208,0,311,1039,0,6054
0,10770,195,30,234,569,0,2845
0,54680,367,0,81,19,0,188
0,42789,523,0,128,1,0,151
0,41387,392,428,86,115,0,298
0,137683,216,0,59,15,0,0
0,127831,194,0,80,8,0,0
0,136628,170,0,80,7,0,0
0,162624,237,0,88,55,0,891
0,122622,255,0,115,126,0,3614
0,178079,194,0,105,672,0,2863
0,401068,198,142,60,42,0,2776
0,432175,222,1286,89,270,0,1647
0,299926,210,0,114,10,0,236
0,301257,205,0,108,63,0,1785
0,480403,197,0,90,316,0,5506
0,611575,204,0,251,1398,0,2688
0,9572,254,0,253,787,0,2722
0,10801,349,0,327,120,0,4999
0,17181,200,0,237,178,0,11715
0,11737,200,0,237,598,0,4528
0,9652,202,5716,180,295,0,8195
0,8839,202,9326,202,465,0,5154
0,21119,201,8038,215,426,0,5744
0,9653,200,2644,167,348,0,5375
0,23967,200,3166,149,227,0,7045
0,7418,202,71900,146,149,0,5032
3,52607,214,177009,176,632,39,2851
0,4874,202,17632,73,160,0,5401
0,13984,473,0,249,582,0,2871
0,7424,358,19991,193,389,0,4943
0,14451,462,0,460,20,0,1615
0,3208,224,0,52,130,0,439
0,20775,288,0,129,451,0,2754
0,3907,138,0,157,191,0,3884
0,2164,154,0,50,11,0,2116
0,5840,333,0,75,0,0,1643
0,2024,165,0,9,4,0,1374
0,2012,195,0,12,3,0,3523
0,2423,154,0,7,0,0,1560
0,1952,159,0,6,0,0,931
0,2026,173,0,29,14,0,730
0,3153,218,0,103,21,0,5120
0,2709,191,0,77,40,0,2217
0,2660,215,0,74,10,0,150
0,2822,203,0,88,11,0,31
0,3299,214,0,102,12,0,661
0,8461,223,0,284,512,0,4992
0,6692,237,0,183,970,0,4336
0,18288,779,2,592,4891,0,5093
0,15810,685,0,374,1733,0,8346
0,20573,754,1,392,1313,0,6235
0,11577,216,0,283,2011,0,5170
0,29181,616,1,389,1169,0,2347
0,9564,255,1116,313,1164,0,2828
0,10232,450,0,211,489,0,3946
0,7058,680,0,153,117,0,1623
0,7267,385,0,235,96,0,1524
0,5348,425,0,143,38,0,1198
0,20191,944,0,918,61,0,3804
0,2283,219,0,39,31,0,6010
0,1707,240,0,24,0,0,198
0,1858,234,0,42,0,0,136
0,1803,181,0,12,1,0,31
0,11740,862,0,574,291,0,735
0,12264,402,0,397,573,0,5993
0,8141,252,0,227,490,0,9251
0,11330,394,0,318,4254,0,3829
0,9803,470,0,300,3216,0,3676
0,3182,160,0,36,101,0,30007
0,1709,191,0,30,90,0,29632
0,7667,680,0,179,389,0,12392
0,4476,328,0,171,125,0,11942
0,15709,703,0,468,112,0,2727
0,41487,1659,0,1102,0,0,2103
0,23526,1086,0,913,17,0,1236
0,7675,421,0,206,808,0,3383
0,12499,971,0,244,54,0,1222
0,12042,722,0,238,227,0,6869
0,36046,3683,0,178,67,0,861
0,43702,5902,0,19,0,0,0
0,47865,5224,0,437,5,0,312
0,41631,5494,0,5,0,0,0
0,42441,5082,0,49,2,0,7
0,16209,2085,0,26,0,0,11
0,3960,279,0,90,4,0,35
0,1393,195,0,4,0,0,0
0,1406,206,0,9,0,0,0
0,1411,192,0,7,0,0,0
0,2027,255,0,28,0,0,0
0,1328,194,0,4,0,0,0
0,4178,487,0,121,1,0,1
0,1167,165,0,7,0,0,0
0,1591,205,0,16,0,0,0
0,1723,203,0,26,0,0,0
0,2588,281,0,41,68,0,7
0,8895,319,0,263,114,0,4735
0,10604,257,0,170,1112,0,9049
0,6052,276,0,67,28,0,3248
0,5199,290,0,84,79,0,4537
0,4208,244,0,60,33,0,1577
0,3005,273,0,9,0,0,1059
0,2744,261,0,32,1,0,822
0,2859,247,0,48,1,0,2264
0,3222,315,0,57,0,0,2884
0,4459,262,0,108,36,0,4417
0,11694,294,0,208,250,0,4595
0,10824,289,0,372,272,0,3893
0,5052,308,0,125,16,0,4694
0,4188,298,0,52,0,0,1552
0,8099,331,0,187,12,0,3999
0,13669,271,0,297,1134,0,6076
0,15820,300,0,395,3284,0,4677
0,15360,459,140,312,3836,0,9788
0,9894,414,0,146,3955,0,3295
0,79300,410,17,195,2681,0,1346
0,8774,978,9,292,529,0,118
0,12358,1315,10,361,2675,0,789
0,2184,267,0,29,289,0,430
0,5646,519,0,192,742,0,181
0,8022,395,27,299,493,0,2393
0,61190,478,0,356,947,0,2378
0,6274,331,3,340,611,0,4429
0,4606,277,3,201,282,0,4720
0,3385,245,26,125,32,0,5378
0,12169,413,0,390,607,0,2220
0,11506,579,0,356,2268,0,1781
0,16155,1196,0,507,316,0,362
0,2958,336,3,31,15,0,3691
0,8351,779,58,278,113,0,1050
0,61566,1239,5,240,68,0,187
0,19642,465,7,775,1762,0,2765
0,8166,455,7,363,221,0,5755
0,13544,340,26,410,1029,0,4900
0,5875,315,0,145,446,0,2350
0,4642,293,0,123,668,0,1400
0,4789,354,0,116,460,0,850
0,4524,350,0,107,649,0,947
0,11603,427,0,265,781,0,530
0,4456,222,0,75,15,0,1694
0,5824,387,0,260,118,0,1968
0,7215,289,0,193,382,0,3718
0,9575,376,0,332,441,0,6872
0,9254,279,3,150,681,0,11422
0,21936,268,3,156,490,0,8597
0,18823,254,23,248,106,0,4975
0,15493,273,0,236,927,0,7241
0,8140,331,64,170,258,0,3248
0,13181,372,0,530,38,0,2451
0,7472,302,0,284,187,0,2142
0,13556,961,0,732,176,0,874
0,5167,388,1,109,455,0,708
0,3070,333,0,68,0,0,575
0,4455,287,0,148,228,0,1053
0,5054,288,137,113,123,0,1306
0,3067,292,32,86,98,0,523
0,4018,349,48,128,0,0,8
0,12303,711,26,531,8,0,105
0,4204,456,33,159,17,0,170
0,4018,294,60,118,1,0,105
0,1564,181,0,9,0,0,0
0,1477,184,0,8,0,0,0
0,2130,277,0,25,0,0,0
0,1126,144,0,6,0,0,0
0,1107,148,0,2,0,0,0
0,1202,145,0,3,0,0,1
0,1836,185,0,23,0,0,0
0,2432,264,6,46,0,0,4
0,1464,181,0,11,28,0,662
0,2391,205,0,65,70,0,8637
0,4876,328,0,73,18,0,2353
0,3227,307,0,23,0,0,1660
0,7541,365,0,163,377,0,1077
0,5382,353,0,100,22,0,991
0,6269,439,0,116,24,0,1015
0,2623,288,0,33,17,0,818
0,4262,344,0,58,12,0,279
0,3860,254,0,134,126,0,3262
0,14831,298,0,625,29,0,5097
0,2132,259,0,20,3,0,161
0,5201,270,6,129,22,0,914
0,9739,267,0,220,87,0,7832
0,8404,254,0,227,87,0,3985
0,1743,192,0,39,0,0,0
0,1945,206,0,45,84,0,1804
0,1233,172,0,2,0,0,0
0,1394,194,0,6,0,0,0
0,2073,258,0,31,0,0,0
0,1424,186,0,3,0,0,0
0,1818,222,0,39,0,0,0
0,1227,168,0,6,0,0,0
0,1402,184,0,6,0,0,0
0,1536,168,0,22,0,0,0
0,1366,178,0,4,0,0,0
0,2022,187,0,57,4,0,33
0,1681,171,0,28,0,0,0
0,1341,184,0,5,0,0,0
0,1404,193,0,13,0,0,0
0,1403,196,0,1,0,0,0
0,3099,326,0,84,5,0,34
0,1107,145,0,9,0,0,0
0,1474,188,0,6,0,0,0
0,1194,144,0,12,0,0,0
0,1379,193,0,4,0,0,2
0,1130,142,0,8,0,0,0
0,1525,184,0,29,0,0,14
0,1241,175,0,3,0,0,0
0,1292,186,0,14,0,0,0
0,1345,185,0,4,0,0,0
0,2046,167,0,38,10,0,524
0,1512,189,0,12,3,0,0
0,1351,175,0,7,0,0,1
0,1193,145,0,14,0,0,0
0,1274,181,0,5,0,0,0
0,1052,160,0,4,0,0,1
0,1593,178,0,36,0,0,1
0,1249,180,0,5,0,0,0
0,1384,185,0,15,0,0,0
0,1337,197,0,4,0,0,0
0,1679,196,0,19,0,0,1
0,1990,247,0,44,0,0,1
0,1651,230,0,10,0,0,3
0,1666,214,0,14,0,0,5
0,1787,254,0,6,0,0,8
0,1433,201,0,9,0,0,6
0,1804,245,0,39,0,0,0
0,1420,198,0,4,0,0,0
0,2643,304,0,65,0,0,0
0,2038,291,0,2,0,0,0
0,1146,150,0,8,0,0,0
0,1130,154,0,6,0,0,49
0,1752,225,0,18,0,0,0
0,1030,148,0,8,0,0,0
0,1489,208,0,16,0,0,0
0,1925,242,0,35,207,0,68
0,1409,177,0,13,1,0,0
0,2019,236,0,40,0,0,0
0,1288,174,0,13,0,0,0
0,1558,200,0,18,0,0,0
0,1248,171,0,2,0,0,0
0,864,120,0,1,0,0,0
0,1765,233,0,35,0,0,1
0,1149,153,0,7,0,0,0
0,1289,185,0,9,0,0,0
0,1698,214,0,29,36,0,0
0,965,138,0,4,0,0,0
0,1750,205,0,16,0,0,0
0,1846,222,0,45,0,0,0
0,1403,167,0,16,0,0,0
0,1809,221,0,30,35,0,0
0,880,121,0,2,0,0,0
0,1143,170,0,2,0,0,0
0,1679,207,0,41,0,0,0
0,1269,181,0,11,0,0,0
0,1332,192,0,11,0,0,0
0,1386,175,0,12,0,0,5
0,1263,180,0,4,0,0,0
0,1714,216,0,42,0,0,0
0,1488,185,0,15,0,0,0
0,1210,175,0,5,0,0,0
0,888,126,0,4,0,0,0
0,1229,172,0,5,0,0,0
0,1118,161,0,11,0,0,0
0,1834,233,0,41,0,0,0
0,1164,185,0,4,0,0,0
0,953,158,0,3,0,0,0
0,1249,183,0,5,0,0,0
0,1124,164,0,6,0,0,0
0,1979,263,0,46,0,0,0
0,1123,166,0,2,0,0,0
0,876,129,0,5,0,0,0
0,1111,162,0,5,0,0,0
0,1104,157,0,9,0,0,0
0,2021,252,0,55,0,0,0
0,1325,187,0,8,0,0,0
0,969,145,0,4,0,0,0
0,1215,177,0,3,0,0,0
0,1041,161,0,6,0,0,0
0,1032,150,0,2,0,0,0
0,1753,226,0,44,0,0,0
0,1114,157,0,3,0,0,0
0,1099,165,0,5,0,0,0
0,982,147,0,5,0,0,0
0,987,145,0,3,0,0,0
0,1756,246,0,41,0,0,0
0,1072,165,0,4,0,0,0
0,1257,179,0,3,0,0,0
0,1100,160,0,7,0,0,0
0,1155,171,0,4,0,0,0
0,1817,256,0,44,0,0,0
0,1068,159,0,2,0,0,0
0,1059,157,0,3,0,0,0
0,1118,147,0,9,0,0,0
0,1057,159,0,3,0,0,0
0,1147,166,0,10,0,0,0
0,3102,299,0,75,11,0,560
0,3421,263,0,82,18,0,572
0,1170,162,0,11,0,0,0
0,1034,159,0,2,0,0,0
0,1407,206,0,22,0,0,0
0,1920,230,0,40,0,0,0
0,1356,182,0,6,0,0,1
0,1247,181,0,10,0,0,0
0,2380,189,0,36,11,0,561
0,1285,176,0,13,0,0,0
0,1879,266,0,39,0,0,0
0,1558,200,0,8,0,0,0
0,1269,158,0,14,0,0,2
0,1271,168,0,6,0,0,1
0,1448,207,0,12,0,0,0
0,1510,198,0,12,0,0,0
0,1881,249,0,38,0,0,0
0,1080,162,0,6,0,0,0
0,1257,173,0,7,0,0,0
0,1048,165,0,3,0,0,0
0,1258,194,0,8,0,0,0
0,1799,231,0,37,0,0,0
0,1050,142,0,6,0,0,0
0,1070,162,0,2,0,0,0
0,953,152,0,2,0,0,0
0,1041,155,0,9,0,0,0
0,1867,243,0,37,0,0,1
0,1328,178,0,17,0,0,0
0,1071,150,0,5,0,0,0
0,1067,152,0,3,0,0,0
0,1196,163,0,12,0,0,0
0,1592,230,0,10,0,0,0
0,1331,181,0,18,0,0,3
0,1096,172,0,2,0,0,0
0,1014,161,0,2,0,0,0
0,1368,175,0,16,0,0,0
0,1280,193,0,3,0,0,0
0,951,135,0,5,0,0,0
0,1137,154,0,5,0,0,0
0,943,153,0,2,0,0,0
0,1060,159,0,8,0,0,0
0,1669,237,0,9,0,0,0
0,1627,204,0,40,0,0,0
0,1226,170,0,10,0,0,0
0,1055,159,0,4,0,0,0
0,1830,195,6,17,0,0,3
0,1804,238,0,9,22,0,9
0,1624,205,0,23,0,0,0
0,1225,163,0,8,0,0,0
0,995,156,0,2,0,0,0
0,1164,162,0,9,0,0,0
0,1411,205,0,3,0,0,0
0,2193,282,0,41,0,0,0
0,1330,169,0,5,0,0,0
0,2348,274,0,50,0,0,363
0,1153,150,0,7,0,0,10
0,1437,197,0,3,0,0,0
0,1217,163,0,13,0,0,0
0,1709,212,0,33,0,0,1
0,956,129,0,2,0,0,0
0,1185,129,0,12,0,0,0
0,1417,192,0,3,0,0,0
0,1043,145,0,7,0,0,0
0,1241,166,0,4,0,0,0
0,935,120,0,2,0,0,0
0,946,122,0,2,0,0,0
0,1419,173,0,13,0,0,0
0,1143,158,0,5,0,0,0
0,1785,223,0,36,0,0,0
0,943,138,0,2,0,0,0
0,931,138,0,2,0,0,0
0,1399,197,0,9,0,0,0
0,1231,177,0,7,0,0,0
0,1736,216,0,38,0,0,0
0,918,138,0,2,0,0,0
0,1222,149,0,12,0,0,0
0,1384,185,0,12,0,0,0
0,1117,154,0,5,0,0,0
0,1722,220,0,38,0,0,0
0,2445,180,0,75,0,0,0
0,1215,148,0,10,0,0,0
0,1362,184,0,6,0,0,0
0,1234,175,0,4,0,0,0
0,1173,160,0,8,0,0,0
0,1570,202,0,36,0,0,0
0,932,130,0,1,0,0,0
0,1315,181,0,10,0,0,0
0,1103,154,0,5,0,0,0
0,1029,151,0,2,0,0,0
0,1586,209,0,36,0,0,0
0,1169,149,0,10,0,0,0
0,1497,202,0,10,0,0,0
0,1242,168,0,7,0,0,0
0,1180,164,0,3,0,0,0
0,1693,207,0,35,0,0,0
0,823,120,0,2,0,0,0
0,1550,207,0,17,0,0,0
0,1330,187,0,9,0,0,0
0,1023,141,0,6,0,0,0
0,1634,209,0,35,0,0,0
0,912,131,0,2,0,0,0
0,1308,187,0,8,0,0,0
0,1142,161,0,5,0,0,0
0,935,136,0,2,0,0,0
0,1074,155,0,4,0,0,0
0,1503,190,0,37,0,0,0
0,1102,163,0,3,0,0,0
0,1247,149,0,17,0,0,0
0,1244,184,0,3,0,0,0
0,937,138,0,2,0,0,0
0,1882,220,0,44,0,0,0
0,1702,190,0,14,0,0,0
0,1135,152,0,12,0,0,0
0,1295,182,0,5,0,0,0
0,981,135,0,2,0,0,0
0,1410,163,0,36,0,0,0
0,1219,168,0,7,0,0,0
0,1099,154,0,11,0,0,0
0,1214,177,0,4,0,0,0
0,953,138,0,3,0,0,0
0,1492,197,0,36,0,0,0
0,1331,182,0,4,0,0,0
0,1194,164,0,11,0,0,0
0,1238,181,0,5,0,0,0
0,1098,157,0,4,0,0,0
0,898,126,0,4,0,0,0
0,1819,219,0,39,0,0,1
0,1284,183,0,14,0,0,0
0,1182,176,0,3,0,0,0
0,979,136,0,2,0,0,0
0,814,118,0,1,0,0,0
0,1825,212,0,37,0,0,0
0,1217,159,0,12,0,0,0
0,1541,206,0,17,0,0,0
0,1129,158,0,6,0,0,0
0,990,150,0,3,0,0,0
0,1744,238,0,37,0,0,0
0,1168,155,0,14,0,0,0
0,1142,155,0,4,0,0,0
0,961,145,0,3,0,0,0
0,823,121,0,2,0,0,0
0,1353,187,0,5,0,0,0
0,1738,197,0,44,0,0,0
0,1284,184,0,8,0,0,0
0,1101,165,0,3,0,0,0
0,796,112,0,0,0,0,0
0,1115,168,0,1,0,0,0
0,1697,184,0,43,0,0,0
0,1410,208,0,11,0,0,0
0,1059,165,0,4,0,0,0
0,1131,159,0,7,0,0,0
0,1341,193,0,6,0,0,0
0,1567,208,0,39,0,0,0
0,1406,170,0,14,0,0,0
0,1336,185,0,5,0,0,0
0,1076,136,0,9,0,0,1
0,1326,188,0,6,0,0,0
0,1063,152,0,6,0,0,0
0,3320,247,0,90,4,0,583
0,1149,156,0,3,0,0,0
0,890,125,0,3,0,0,0
0,1176,168,0,1,0,0,0
0,1025,149,0,9,0,0,0
0,1856,248,0,42,0,0,0
0,1237,181,0,4,0,0,0
0,1132,142,0,9,0,0,0
0,1150,162,0,3,0,0,0
0,1042,155,0,6,0,0,0
0,2112,251,0,47,0,0,0
0,1155,179,0,3,0,0,0
0,902,137,0,3,0,0,0
0,1767,185,0,14,0,0,16
0,1419,179,0,9,0,0,10
0,1509,194,0,25,0,0,0
0,2250,246,0,15,0,0,13
0,868,127,0,0,0,0,0
0,1096,154,0,1,0,0,0
0,1077,146,0,7,0,0,1
0,1193,153,0,11,0,0,0
0,1230,182,0,4,0,0,0
0,894,140,0,3,0,0,0
0,1260,174,0,5,0,0,0
0,1087,159,0,7,0,0,0
0,1089,151,0,6,0,0,0
0,1993,255,0,23,0,0,1
0,1196,143,0,6,0,0,0
0,1062,149,0,1,0,0,0
0,1766,156,0,14,0,0,0
0,1934,186,0,22,0,0,5
0,1818,245,0,20,0,0,0
0,1581,156,0,3,0,0,0
0,1302,173,0,7,0,0,1
0,1113,164,0,7,0,0,0
0,922,131,0,2,0,0,0
0,1945,241,0,44,0,0,0
0,976,141,0,4,0,0,0
0,1133,165,0,4,0,0,0
0,1207,172,0,7,0,0,0
0,934,128,0,2,0,0,0
0,1992,238,0,31,0,0,90
0,1434,196,0,22,0,0,1
0,1147,162,0,2,0,0,0
0,1108,162,0,6,0,0,0
0,864,126,0,2,0,0,0
0,1368,193,0,11,0,0,0
0,1005,148,0,2,0,0,0
0,1162,169,0,4,0,0,0
0,1143,177,0,8,0,0,0
0,939,144,0,3,0,0,0
0,1281,186,0,9,0,0,0
0,1790,226,0,37,0,0,0
0,1220,177,0,4,0,0,0
0,1070,162,0,6,0,0,0
0,953,130,0,2,0,0,0
0,1678,229,0,27,0,0,0
0,1660,214,0,36,0,0,0
0,1249,178,0,5,0,0,0
0,1045,163,0,6,0,0,0
0,921,131,0,3,0,0,0
0,1184,170,0,7,0,0,0
0,1666,218,0,37,0,0,0
0,1130,166,0,3,0,0,0
0,1087,156,0,6,0,0,0
0,941,140,0,2,0,0,0
0,1225,172,0,8,0,0,0
0,1216,159,0,3,0,0,0
0,1713,216,0,36,0,0,1
0,1094,155,0,8,0,0,0
0,873,122,0,0,0,0,0
0,1264,173,0,8,0,0,0
0,1249,167,0,1,0,0,0
0,1213,181,0,3,0,0,0
0,1216,163,0,6,0,0,0
0,1060,141,0,3,0,0,0
0,1208,175,0,4,0,0,0
0,1332,185,0,12,0,0,0
0,2094,284,0,37,0,0,1
0,980,145,0,6,0,0,0
0,925,130,0,2,0,0,0
0,1053,159,0,2,0,0,0
0,1254,168,0,7,0,0,0
0,2069,269,0,38,0,0,1
0,1113,151,0,6,0,0,0
0,960,134,0,3,0,0,0
0,1113,167,0,2,0,0,0
0,1181,169,0,11,0,0,0
0,1922,254,0,39,0,0,0
0,1233,165,0,7,0,0,0
0,1031,139,0,5,0,0,0
0,1174,183,0,4,0,0,0
0,1023,149,0,8,0,0,0
0,1393,209,0,5,0,0,0
0,1871,242,0,39,0,0,0
0,977,142,0,3,0,0,0
0,1218,189,0,4,0,0,0
0,1249,167,0,12,0,0,0
0,1313,196,0,3,0,0,0
